tes. ipca+  2045;tes. prefixado jur. sem. 2033;tes. prefixado 2029;tes. prefixado jur. sem. 2055;tes. selic 01/09/2027;PETR16;RUMOA2;CTEE29;CESPA2;ENGIA1
1.011004646;0.997047047;1.011086116;1.013057397;1.000373764;1.008195354;1.006367996;1.007566168;1.008543975;1.004956544
1.00400621;0.994486272;1.005723247;1.003943333;1.000331339;0.998633237;1.001435157;1.002019178;1.001758138;1.000925318
0.994328732;0.999616489;0.991546137;0.992830436;1.000379813;0.996862742;0.995331893;0.994281309;0.99554556;0.997011165
1.000756505;0.989774333;0.994598133;0.999888366;1.00026162;1.000360654;1.001656235;1.002100135;1.002169048;1.000908218
1.002498155;1.003891188;0.995121674;1.003388397;1.000250475;1.001452859;1.001046227;1.001328933;1.002108321;1.001306538
0.995177593;0.996963557;0.991396203;0.993383072;1.0003808;1.000618741;0.998240278;1.000465873;0.997123378;1.000736826
0.987638941;1.001462824;0.99599018;0.984463341;1.000337341;0.996692843;0.994230345;0.991250815;0.993640727;0.996656757
1.002643177;0.990883158;0.996678009;1.003513763;1.000353502;1.000554989;1.000338146;0.999725072;1.000008561;0.998587897
1.003429186;1.009095635;0.999887604;1.003447469;1.000257471;1.002240123;1.002884865;1.001883113;1.001450451;1.003392021
0.997506995;0.992682533;0.994131438;0.99663072;1.000241263;1.00032371;0.999241934;0.998846844;1.000240016;1.000924294
1.00297963;1.002935214;1.003041136;1.002756016;1.000338296;1.005057099;1.004543884;1.005526489;1.004939387;1.002097846
0.997487436;1.001844207;0.998879485;0.998331301;1.00022098;0.99835137;1.000166799;1.000999953;1.000297439;1.000068613
1.001774233;1.001019161;1.000759289;1.001221717;0.99956347;0.999593148;1.000162749;1.000599862;1.001235234;0.998445695
0.995440696;0.996090454;0.991897201;0.992382988;1.000322993;1.001104251;0.998917021;1.000471753;0.99876216;1.001147687
1.00264836;0.999778017;1.007118059;1.004118668;1.00054775;1.001946858;1.001812379;1.003393785;1.002738211;1.001756285
0.994953808;1.004043639;0.994183132;0.994323876;1.000803868;1.000717066;0.997663615;0.995954962;0.996870434;1.001497108
1.002381439;0.986769039;1.002799203;1.002511995;1.000632706;1.001279017;1.002205836;1.004348041;1.002641346;1.000749822
1.003208937;0.990928755;1.002052864;1.003769662;1.000786462;1.001867447;1.001905818;1.000564412;1.002021709;1.001882372
0.999127285;1.003220156;1.002158312;0.999885194;1.000674069;0.998616875;0.999502942;0.998328185;0.999009237;0.999275833
0.998330777;1.005240751;0.994121576;0.99829394;1.00062143;0.998666157;0.997927454;0.996937896;0.997924398;0.999506845
0.998395551;0.993835285;1.00001069;0.999057787;1.000589044;1.001736934;1.000977866;0.998493111;0.999840916;1.002382616
1.009011609;1.000442403;1.003655061;1.011250624;1.000566781;1.003806094;1.005290614;1.008048045;1.006328086;1.003579096
0.994384328;1.003002825;0.988667597;0.99345077;1.000625388;0.996802378;0.996277924;0.996373321;0.995200401;0.995860647
0.996027587;1.010953816;0.99293159;0.995174727;1.000671875;1.003730819;0.997454952;1.001175223;0.995999828;0.998348958
1.001075384;1.000183724;1.003269874;1.000649817;1.000591005;1.002493303;1.001756752;0.998219801;1.001171796;1.000694204
0.995322645;1.000411994;1.004182034;0.993970192;1.000580888;0.996120228;0.998479995;0.997462276;0.998260074;0.999138473
1.000135593;1.007859523;0.995342016;0.999514245;1.000559663;1.000452817;1.000601405;1.007506922;1.001067449;1.000527904
1.007263599;1.006156971;0.998616632;1.008577442;1.000590968;1.001068366;1.002303634;0.999327617;1.003537629;1.001168936
1.006083621;1.004343472;1.003542314;1.004955855;1.000559646;1.002463498;1.004184586;1.003396471;1.00422551;1.002614155
1.009159355;0.988843466;1.006517707;1.009934214;1.000601043;1.003150903;1.004335523;1.00512454;1.005652148;1.003666611
0.997979106;0.993021868;1.000703374;0.997255983;1.000558617;0.999390408;0.999725133;0.999203155;0.999432336;0.999875236
0.999916585;1.004040861;1.000484628;1.000475381;1.000511157;1.000147381;0.999935106;0.999174071;0.99938743;0.999962828
1.001412107;1.002341451;1.006958948;1.001972582;1.000448559;1.000093742;1.001653625;1.003251328;1.001912061;1.000050123
1.001756728;0.98416958;1.005157422;1.002316031;1.00050005;1.001349411;1.001035128;0.998720802;0.99979465;1.001388643
0.999132352;1.007859582;1.004088087;0.998949944;1.000501059;1.00080765;1.000176557;1.00082278;1.000161141;1.001486822
0.990627941;0.99280388;0.991211945;0.989262714;1.000406158;0.99743725;0.995299627;0.991534064;0.99366454;0.996765068
1.003020039;0.997595542;0.995060713;1.003669687;1.000442501;0.999599127;1.000418576;1.001609386;1.001910322;0.999683438
1.005217746;1.005510464;1.006855768;1.004629572;1.000458655;1.002772496;1.003374661;1.003372881;1.004062401;1.002207946
0.999684708;0.99800358;1.000939813;1.000236365;1.000458654;0.999443345;0.999022661;1.000446846;0.998968117;0.999633754
0.991885927;0.989973778;0.987868853;0.991166226;1.000474809;0.997750684;0.995974316;0.995234985;0.995867312;0.996793981
1.007350724;1.004646264;1.005511533;1.007489846;1.000479858;1.003868136;1.005485074;1.007491194;1.005777703;1.00418422
0.996090931;1.002371274;0.99465812;0.993898282;1.000479858;1.000253469;1.003638754;0.998360436;0.999317883;1.000361065
0.999459311;0.999337502;0.997535148;1.000001164;1.000479858;1.000152765;1.000264304;1.00603879;0.999947871;1.00021134
1.003172946;0.991193558;1.003478518;1.002612565;1.000495003;1.002015669;1.002518395;0.998085166;1.002325308;1.001459266
0.999374214;0.98765436;0.998377412;0.99983076;1.000479858;1.000885492;1.000403462;0.998593877;1.000466049;1.00026555
0.996467868;1.014437312;0.993771744;0.995647656;1.000489954;1.000057909;0.998391464;0.996193059;0.996863517;0.998704257
1.002548217;1.007407111;1.001622083;1.002001378;1.000511156;0.999680011;1.000923728;1.001739922;1.001982034;0.999417211
1.003884691;1.004464229;1.004305283;1.003890341;1.000489953;1.002097787;1.003328862;1.004881905;1.003053657;1.001948436
0.999331655;0.997182811;0.999534077;0.999621943;1.000552546;1.000588621;1.000147344;0.999911281;1.000514444;1.000646605
0.994595174;1.008486392;0.991325086;0.993784005;1.00057374;0.998458812;0.997052972;0.994997718;0.996484754;0.997565125
0.996273341;0.99996502;0.99072218;0.9967076;1.000577767;0.999558965;0.999753992;1.001899714;0.998803451;0.999625943
1.01106274;0.992101547;1.012979996;1.012906362;1.000567663;1.006438199;1.00714828;1.011908184;1.008546895;1.006375989
1.002572254;0.997760883;1.00743107;1.003101245;1.000542424;1.002345883;1.000834735;1.001823557;1.001717737;1.002045063
0.99378088;0.984794617;1.003143369;0.992006867;1.000631649;0.999021475;0.996534506;0.995480212;0.996196468;0.998730097
0.99566745;1.0025879;0.998010074;0.994887485;1.000564027;0.998046545;0.998430388;0.995470646;0.999660763;0.998419338
1.000350946;1.005464393;1.005510071;0.9998195;1.000533754;1.000181146;1.002315248;1.001996512;1.00233009;1.000066629
1.000350945;1.004556391;1.001518885;1.000198453;1.00055292;1.002220534;1.004447389;1.004592576;1.0034821;1.002999465
0.994296928;0.997865771;0.991220175;0.996301759;1.000553925;0.998099814;0.997085388;0.993463415;0.994651083;0.997914541
0.999185736;0.994666598;0.999091051;0.999455382;1.000553921;0.999896919;0.999035738;0.998279431;0.996150537;1.001479585
0.992159725;0.995832125;0.987435948;0.991080695;1.000547865;0.996116545;0.994395765;0.993067858;0.994748592;0.995110233
0.99912124;1.005042268;1.002520191;0.999378002;1.000434895;0.999216094;0.999639578;0.999540618;0.999457024;0.998409496
1.004054401;0.996157194;1.005049066;1.003640617;1.000455066;1.002936874;1.003987801;1.004464955;1.003723159;1.003197658
0.997177182;0.99086929;1.001438413;0.996718038;1.000471204;0.999645458;0.99732428;0.997687526;0.997536244;0.999340577
0.997197037;1.007187029;0.99804703;0.996208478;1.000476248;0.998231615;0.996992994;0.996748205;0.997283168;0.997838151
0.996410519;1.000260851;0.99619071;0.995951127;1.000481291;0.998966524;0.99783293;0.997214883;0.997538799;0.998471946
0.995005486;0.997240908;0.998911261;0.993942396;1.000476247;0.998716783;0.998091769;0.99623149;0.998120091;0.998190808
0.997674748;1.002517424;1.004708747;0.996544259;1.000475238;1.001372239;1.001164528;0.999014686;1.000610714;1.001385152
0.987304532;0.98670789;0.996560502;0.986054908;1.000461115;0.997261401;0.998300106;0.99316741;0.994947239;0.997068911
0.994232752;0.992717556;0.992348595;0.993124794;1.000497432;0.99621986;0.997030845;0.995791252;0.996358638;0.995817515
1.002732823;1.00270529;1.007047985;1.00301021;1.000434885;1.000214041;0.999136585;1.002411991;1.002670064;1.00043928
1.004735493;0.998304331;1.000417681;1.006053513;1.000456068;1.000480788;1.000402906;1.000217397;1.00082869;1.000682502
1.007215895;1.007436527;0.997954332;1.00819472;1.000471201;0.999406313;0.998977043;0.999844341;0.998825859;0.999551402
1.008377943;1.005901226;1.002608215;1.009560541;1.000476245;1.003422107;1.002096345;1.003504652;1.001429706;1.003127373
0.986039135;1.001007196;0.989623276;0.98360462;1.000419744;0.99535135;0.992390195;0.998612299;0.991859725;0.994174199
0.994720506;1.007348776;0.994932081;0.996013378;1.000415703;0.99702415;0.996167033;0.989691535;0.9965075;0.996418982
1.004883578;1.013196354;1.003202682;1.006186945;1.000466152;1.003736853;1.003574409;1.003813079;1.003625464;1.00394454
1.000468357;1.01257359;0.996279999;1.000548555;1.000502479;0.999066402;0.99955621;0.998477007;0.99990653;0.999298571
1.003277704;1.006155978;1.007007439;1.003006708;1.000486334;1.002390512;1.002951559;1.003553007;1.003347734;1.003305574
0.999037058;0.98922392;1.004545747;0.999131723;1.000482297;0.99962126;0.998505851;0.998260523;0.99868976;0.999647182
0.993826487;1.006113719;1.000441909;0.993610206;1.000476242;0.998052039;0.997864162;0.998160619;0.996415259;0.998198726
1.002602007;1.016276816;1.006770043;1.003287037;1.000512571;1.00261219;1.001457381;0.999379787;1.002053158;1.002410777
1.003492112;1.010477365;1.008972062;1.00131383;1.000517616;1.004774104;1.004310014;1.005394026;1.004817135;1.004620826
1.003178304;1.022802385;1.008065944;1.00457435;1.000502479;1.003222658;1.003487748;1.00441336;1.004543392;1.003173944
0.99932755;0.988671949;1.005253707;0.999830656;1.000526696;1.001624944;1.001076369;1.000299098;1.000693235;1.001719634
0.995614345;1.000249939;0.992546771;0.995436928;1.000416711;0.997752369;0.997561981;0.996929714;0.994073737;0.997245896
1.003044027;0.998132931;1.00556745;1.003311216;1.000370287;1.003669409;1.003855542;1.004067411;1.005959507;1.003045643
1.021637028;1.01165921;1.014374388;1.025623708;1.000385411;1.01082411;1.012811275;1.011267593;1.014384143;1.011026251
1.005335422;1.012177163;1.006838188;1.00550264;1.000444291;1.001414151;1.001196946;1.006046911;1.000963759;1.001327268
1.011313009;1.001543988;1.016362963;1.013541803;1.000464475;1.002879706;1.00413133;1.003210422;0.997969395;1.002922642
0.99345158;0.992462584;0.993787915;0.992400728;1.000514946;0.996791625;0.99598097;0.999301485;1.000041414;0.996427498
1.001452355;0.996190984;1.002633229;1.00138244;1.000509899;0.999132485;0.99883114;1.002106724;0.998614506;0.998888434
0.997189678;0.99395237;0.998947054;0.996536187;1.000530088;0.997113581;0.995244253;1.000297025;0.997230047;0.996588245
1.013206591;0.99700916;1.008280469;1.016048294;1.000540182;1.001933198;1.003571194;1.003990942;1.004334937;1.001147131
1.011546775;1.011341957;1.009253677;1.013201574;1.000549265;1.002119273;1.002044389;1.006509403;1.005104899;1.001747358
0.989767371;0.998326366;1.00020768;0.989398465;1.000530086;0.996540797;0.995564846;0.990845928;0.994993399;0.995812244
1.000169617;0.990325407;0.993237642;0.999080138;1.000525039;0.997435449;0.997953364;0.997504907;0.997205329;0.996724929
0.999203537;1.00413938;0.997128242;0.998942207;1.000514945;1.000712335;1.000745753;0.99831237;1.000206131;1.000500607
0.996032524;0.997410759;0.994838133;0.995502488;1.000569447;0.998072744;0.998302259;0.997487732;0.996626298;0.999081582
0.996941245;1.001465711;0.998848669;0.99634417;1.000540176;0.999615822;0.99891419;0.996060194;0.997778652;0.999355264
1.00617443;1.004718378;1.009707401;1.00769304;1.000535129;1.003855489;1.004343589;1.007267507;1.004704233;1.003400797
0.998837893;1.009007442;0.996789812;0.998198831;1.00054421;0.99920002;0.998720753;0.998982988;0.998246931;0.998119627
0.992224489;1.006679147;0.992108814;0.991074715;1.000514944;0.997528258;0.995355167;0.995400408;0.995861524;0.996982334
1.00180043;1.003328759;1.004285405;1.002299745;1.000534117;1.000581678;1.001750287;1.002629588;1.002542044;1.000245912
0.99262858;0.996356606;0.997005986;0.991188508;1.000519989;0.996217474;0.995173803;0.992701268;0.996136534;0.996510986
1.003147325;1.0085876;1.001161762;1.003998358;1.000494762;0.99646568;1.000059121;1.000895693;0.999653636;0.996272126
1.000909396;1.007592101;1.00443621;1.000615899;1.00048467;1.000615623;1.001774573;1.000034446;0.998233625;1.002101152
1.011840992;0.998731418;1.008080242;1.014161232;1.000509898;1.002639467;1.005731008;1.008552016;1.006064859;1.003844648
1.003330189;0.988307266;1.003810832;1.003744139;1.00051999;1.000128064;1.001614574;1.001641459;1.001479993;1.000612408
0.998779463;0.994764927;1.002197193;0.998301903;1.000494761;0.999249875;0.999170476;0.996335637;0.998539345;0.999087347
0.99393267;0.994397004;0.995049219;0.99435356;1.00051898;0.997439475;0.996274798;0.990337857;0.996980258;0.996998312
1.006198256;1.004756315;1.008908786;1.00616738;1.000530081;1.003208948;1.002893662;1.008665574;1.003806604;1.002424822
0.999592337;1.005921988;1.005934655;0.999165286;1.000529071;0.999516115;0.999757836;0.999482107;0.999916739;1.000430954
0.9962255;1.00155064;0.999467587;0.995787631;1.000519989;0.998985796;0.997905661;0.998138822;0.998144952;0.998060793
0.995763084;1.010508641;0.990812106;0.995129441;1.000519989;0.998165863;0.997568062;0.999953078;0.996904362;0.998210466
0.998482601;1.009380878;0.996745561;0.998265946;1.000539161;1.000458054;0.999610722;0.997290137;0.999163417;1.000636319
0.996309499;0.988596954;0.995107053;0.995782479;1.000525033;0.997486895;0.997235365;0.996894603;0.997076212;0.997499105
1.004548428;0.984920516;1.003685927;1.005234163;1.000513934;1.003017506;1.002403718;1.002740153;1.005285075;1.002443156
1.006543788;1.005405848;1.004824577;1.007341626;1.000525033;1.000875739;1.001602755;1.00289743;1.003372584;1.000217999
1.002257241;0.989195824;1.000646705;1.002797289;1.000573464;1.001095056;0.999570234;1.000628871;1.000551756;1.000478958
1.003424268;1.003072656;1.008151929;1.004383497;1.00055429;1.001281421;1.001708185;1.002950797;1.000701995;1.002823202
1.006870986;1.01018811;1.007755579;1.007718416;1.000558323;1.004646794;1.004105854;1.006495867;1.005654376;1.00397242
0.997173835;1.015874593;0.991668628;0.996672104;1.000544197;0.996915797;0.995860666;0.995477256;0.996071846;0.996689409
0.993783805;1.004010789;0.988523521;0.992981529;1.000607749;0.996279435;0.995240381;0.994084571;0.994781091;0.99639711
1.003028423;0.995863824;1.004817467;1.00289601;1.000534106;1.001959829;1.001431016;1.003201268;1.00208293;1.002138505
0.996367477;0.998457619;0.9920468;0.996085837;1.000490733;0.997757293;0.996996225;0.998407574;0.996355068;0.998026056
1.003335755;0.999825542;1.003168244;1.003864792;1.000494767;1.000478744;1.000153748;0.999340666;0.99935874;1.000590419
1.010999167;1.002756459;1.00670836;1.013600638;1.000503845;1.001269544;1.002885399;1.005603999;1.002812072;1.001165427
1.002896445;0.98991711;1.010987178;1.003129668;1.000499811;1.001651297;1.001728411;1.001098498;1.000610653;1.001021553
1.000021359;0.999890931;1.003117156;1.000613346;1.000514941;1.000503597;0.999258101;1.000906224;1.000177674;0.999550552
1.000295476;0.998221092;0.997227647;1.000208004;1.000544193;1.001071514;0.999807455;0.999659523;0.999701472;1.000579732
0.995900481;1.006365774;0.999494127;0.99540982;1.000529062;1.000110599;0.997696823;0.997016049;0.996732537;0.998566352
0.995723567;1.002920104;1.000361725;0.994515918;1.000592605;1.001650834;0.999997057;0.996653093;1.001722733;1.000539771
0.999029114;0.99535275;1.00138455;0.998424423;1.000582512;0.998092387;0.999690861;0.99805752;1.000178775;0.999453879
0.997149755;0.998913588;0.992921034;0.996877293;1.000558303;0.999706841;0.999532297;0.997685919;0.997647685;1.000018136
1.000323545;1.002683932;0.999101541;0.999686446;1.00053309;0.999644288;0.999906376;0.999502174;1.000530953;0.999556357
0.997456991;0.989839749;0.998487521;0.997085775;1.000597627;1.000634761;1.000203406;1.000187782;0.999720727;1.000653435
1.004063791;1.001418344;1.005167603;1.004815716;1.000610727;1.001432923;1.001137542;1.00178531;1.002421461;1.000856066
1.000389968;0.997084801;1.002035046;1.000251269;1.000577446;1.001641848;1.001195968;1.000584842;1.000545648;1.001355473
0.999208699;1.009622247;0.997404286;0.99958953;1.000596595;0.999706611;0.998724924;0.999681387;0.997108361;0.999783651
1.001228665;1.002070427;0.999172661;1.001079903;1.000572395;0.999466073;1.000121973;0.999617066;1.000772763;0.999942806
1.004274714;1.009385273;1.002550793;1.005448246;1.000562311;1.000948933;1.001185857;1.002939702;1.001437169;1.002064641
0.994981793;1.002009105;0.992290276;0.99365723;1.000552228;0.998817727;0.998308689;0.995478243;0.996992482;0.998543835
1.000213451;0.995687588;1.001403248;0.999591855;1.000558274;0.999904136;0.999512872;1.000187015;1.000121232;0.997358022
0.996144021;1.003921579;0.996844151;0.9958771;1.000576412;0.999391735;0.997919392;0.995598203;0.997227615;0.999202373
1.00244801;0.987568368;1.007192606;1.002067892;1.000552221;1.003626696;1.002067587;1.001300148;1.002340363;1.003532147
1.001918524;0.992166378;1.001427338;1.002991727;1.000547181;1.000984713;1.00105069;1.002124448;1.001665346;0.999724666
1.010537575;0.996968396;1.006824192;1.011474762;1.000524003;1.002056819;1.006161446;1.007268482;1.0055418;1.004555929
1.000040786;0.952338867;1.001923027;1.000234609;1.000513926;1.002377443;1.000294844;0.999174844;0.999201625;1.000174495
0.996787588;0.994509156;0.997146095;0.995948987;1.000512918;0.999419903;0.998036426;0.996365247;0.997983472;0.999471147
0.99731398;1.021651073;1.003083473;0.997402224;1.000538109;1.000338298;0.999934289;0.998471236;0.999697439;1.000569035
0.990942445;0.988443192;0.990359544;0.989114758;1.000513926;0.996420008;0.995364767;0.993556829;0.994344816;0.996271822
1.001409133;0.990551914;0.994847611;1.002157771;1.000528032;0.999428986;0.999980192;0.999033646;0.998695444;0.997841001
1.000294402;0.990306732;0.998284492;1.000310474;1.0005371;0.998479871;0.998549604;0.997077295;0.997756956;0.996540917
0.974212599;1.010610583;0.961951489;0.970787149;1.000529039;0.990754187;0.987553582;0.982381891;0.984303473;0.989887028
1.001154556;0.991028679;0.994305216;1.001790197;1.000469594;1.0000798;0.997499343;1.001298394;0.999607199;0.999738403
1.012701249;0.984124485;1.016334105;1.013838512;1.000490751;1.00514591;1.00731271;1.013087382;1.010210807;1.005133937
0.989111242;1.01643527;0.99088933;0.987396843;1.000512918;0.998230905;0.995333762;0.993354446;0.995563373;0.995109649
1.001401394;0.993798876;0.993268163;1.001345542;1.000504857;0.998899024;1.000055831;0.998988302;0.999874912;1.000873648
0.992253097;1.011077944;0.99332028;0.989584698;1.000508888;0.998075745;0.999023429;0.996376999;0.996957353;0.997726659
1.001375807;1.026716085;1.008071682;1.001974319;1.000517956;1.001870116;1.002644184;1.002169707;1.003180956;1.001666511
0.993378549;1.012684929;0.991830206;0.993044097;1.000475637;0.996051177;0.994024336;0.991577973;0.993597613;0.995316919
0.99426908;0.995467288;0.988202971;0.993216941;1.000485713;0.997394702;0.995556617;0.996360777;0.996077424;0.996904941
1.011474007;1.015624495;1.013788722;1.012513253;1.000470598;1.001125482;1.006293485;1.007017198;1.006124846;1.00135086
0.993711279;0.987715801;0.993019087;0.992016058;1.000466566;0.997596612;0.995335623;0.992163967;0.993590917;0.995761257
1.00501138;0.995222323;1.008618988;1.005948342;1.000475633;1.002751346;1.002983895;1.000868398;1.006184587;1.001658201
1.018984703;1.002023774;1.021091576;1.022532607;1.00048571;1.007649376;1.009794794;1.014185103;1.011422219;1.005680598
