tes. ipca+  2045;tes. prefixado jur. sem. 2033;tes. prefixado 2029;tes. prefixado jur. sem. 2055;tes. selic 01/09/2027;PETR16;RUMOA2;CTEE29;CESPA2;ENGIA1
1.012984833;0.994689355;1.010479551;1.014519609;1.000461523;1.003345304;1.003756952;1.001195096;1.005615988;1.00509452
0.993936157;0.998492345;0.997051052;0.992370144;1.000471599;0.996244432;0.99736359;0.998514895;0.996607697;1.000047899
1.003251142;0.989959611;1.011649499;1.004426511;1.000518966;1.003911422;1.001945904;1.00187798;1.00238096;1.003566886
0.988368047;0.989003486;0.990735497;0.986600034;1.000494778;0.998689276;0.996338938;0.992368475;0.987125416;0.99907783
0.989656795;0.98954854;0.996680686;0.988923247;1.000452448;0.999641989;0.999607109;0.994547654;1.000381876;0.99614681
1.001372339;1.015454998;1.003733022;1.001840018;1.000443374;1.002869373;1.004088776;1.001798351;1.002853457;1.004619934
0.996128911;0.992280125;0.996840238;0.995911343;1.000434298;1.000454495;1.002350874;0.998190055;0.999917966;1.000351972
0.996092602;1.002899283;0.998564934;0.996372251;1.000452437;1.000422615;0.996974462;0.99578768;0.995673842;0.995307342
0.992027914;1.014852852;0.991610405;0.989950645;1.000434289;0.995161437;0.992559008;0.994233753;0.994080087;0.997411564
0.996512142;1.005347711;0.992010014;0.995744967;1.000448397;0.997862645;0.995950731;0.996742269;0.997302925;0.99789588
0.999671239;1.00442588;0.992598253;0.99889411;1.000448394;0.998316173;0.998975485;1.001594545;0.998478933;0.999268155
1.000987395;1.006682685;1.010338906;1.000614034;1.000396967;1.001205257;1.00389421;1.002234404;1.001429413;1.002180723
0.993967486;0.998674463;0.99338641;0.992220841;1.000435275;0.997051964;0.99627904;0.99799077;0.995184309;0.997327117
0.996908099;0.996664833;1.002431933;0.996461116;1.000391905;1.000204074;1.000202563;1.0001133;1.000863224;1.001054644
1.005636496;1.012917292;1.012855031;1.006225965;1.000388865;1.005145807;1.006815687;1.006536829;1.006251632;1.006145816
0.998340058;1.007277487;1.003832418;0.998348314;1.000486697;0.999453906;0.99960784;1.001287841;1.000317015;0.999857322
1.005699242;1.000473275;1.00417939;1.006841566;1.000504854;1.002207733;1.000732908;1.005198971;1.001796023;0.999813943
1.008455101;1;1.003166135;1.010788372;1.000525029;1.004740024;1.001902835;1.006458696;1.004875984;1.002838499
1.001278491;1;0.998965242;1.000826402;1.000486697;0.998868888;0.998801777;1.000147128;0.999076961;0.999894005
1.003558909;1;0.998604913;1.003261413;1.000518976;0.99942219;1.000812206;1.001210182;0.999703374;1.000855888
1.010388985;1;1.009958951;1.011005595;1.000496784;1.003029825;1.006219164;1.009328574;1.007903019;1.003824708
1.001184396;1;1.004404969;1.001943286;1.000542177;1.003478637;1.000135108;0.998850641;1.000617937;1.000765854
1.000434044;1;1.000474949;1.000433772;1.000514941;1.000610865;1.000462843;1.000468845;1.000465356;1.000463559
